schedule,schedule_type,reason
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm việc giờ hành chính từ thứ 2 đến thứ 6 và làm 2 thứ 7/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Từ thứ Hai đến sáng Thứ Bảy,T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nThứ 7 (từ 08:00 đến 12:00)\nThứ Hai - Thứ Sáu & 2 buổi sáng Thứ Bảy/tháng""]",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ 2 đến thứ 6 (mỗi ngày làm 7.5 giờ, nghỉ trưa 1.5 giờ), Thứ 7- chỉ làm việc buổi sáng và nghỉ luân phiên mỗi tuần",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | Thứ 7 (từ 08:30 đến 12:30),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Làm 2 thứ 7/ tháng. | Nghỉ 2 thứ 7/ tháng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 7 (từ 08:30 đến 12:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Ngày làm việc: Thứ 2 – Thứ 6 hàng tuần, làm việc 2 Thứ 7 trong tháng",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 12:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 17:30) | T7 làm WFH,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Có làm thêm giờ theo từng sự kiện, có lương làm thêm giờ",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 16:30) | Từ thứ 2 đến sáng thứ 7, 44h/tuần",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 16:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | 2 thứ 7 cách tuần,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Thứ Hai - Thứ Sáu: 8:00 - 17:00, Nghỉ trưa: 12:00 - 13:00 | 1 tháng làm 1 buổi sáng thứ 7",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8h30 - 17h30, thứ 2 - thứ 7 | Nghỉ thứ 7 cách tuần",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc: | + Thứ Hai: 8h30 - 18h00 (Nghỉ trưa 12h00 - 13h30) | + Thứ Ba - Thứ Sáu: 09h00 - 18h00 (Nghỉ trưa 12h00 - 13h30) | + Thứ Bảy: 01 buổi sáng đầu tiên trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 14:00 đến 21:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm 2 buổi sáng thứ 7 trên 1 tháng,T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\n8-17h30 T2-T6, 2 thứ 7 trên tháng, nghỉ trưa 12-13h30""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | - Nghỉ trưa 90p.,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | T2-T7 (từ 8:00 đến 17:00, nghỉ trưa 1 tiếng từ 12:00 đến 13:00)",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | 2 ngày thứ 7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Sáng: 8h00 - 12h00 | Chiều: 13h00 - 17h00,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:30 đến 12:00) | Nghỉ trưa 12h00 – 13h30,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Thứ 2-Thứ 7 (nghỉ 2 ngày thứ 7 trong tháng). | 8h30-12h & 13h30-18h00 (Nghỉ trưa 1 tiếng 30 phút),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | 2 thứ 7 trong tháng: 8:30 - 17:00 (Công ty có áp dụng remote working thứ 7),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | - Thời gian làm việc : từ 8h30- 17h30 thứ 2-6 và 2 thứ 7 cách tuần trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 2 - thứ 6 ( 8h30 - 17h30 ) | Thứ 7 ( 8h30 - 12h30 ),T2-T7,header-T6+sat-body
Thời gian làm việc: Sáng: 8h30 - 12h; Chiều: 13h30 - 17h30 từ Thứ 2 đến Sáng Thứ 7.,T2-T7,freetext-T7
Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) | Nghỉ trưa (12:00-13:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 : Từ 8:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:15 đến 17:45) | Thứ 7 (từ 09:00 đến 17:45),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Thứ 7 nghỉ luân phiên,T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 00:00 đến 00:00)\nThời gian làm việc: từ thứ 2 – thứ 6 & 2-3 sáng thứ 7/ tháng""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Làm việc 2 thứ 7 trong tháng: 8h30 - 17:00.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 WFH,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 17:00) | Thứ 7 (từ 09:00 đến 16:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00) | Nghỉ chiều thứ 7 -Hưởng nguyên lương,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:00 đến 12:00) | Thứ Hai – Sáng thứ Bảy (08h30 – 18h00, nghỉ trưa 1,5 tiếng)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thời gian làm việc: Từ Thứ 2 đến Thứ 6; Thứ 7 làm việc luân phiên cách tuần.,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 : Twd 8:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 làm các tuần lẻ,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 7 (từ 13:30 đến 17:30) | Nghỉ thứ bảy cách tuần,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ 2 Thứ 7/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 44h/tuần từ Thứ Hai đến sáng Thứ 7 | 1 tháng nghỉ 2 ngày thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm việc online 2 ngày thứ 7 (8h-16h) trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 07:00 đến 00:16),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng thứ 7 hàng tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 cách nhật,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 2 thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | Từ Thứ 2 đến Thứ 6 (8h-17h30); Thứ 7 (8h-12h00). Nghỉ trưa 12h-13h30.,T2-T7,header-T6+sat-body
Thời gian: Từ 9:00 - 18:00 từ Thứ 2 – Thứ 6 và Thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ Thứ 2 đến hết sáng Thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | Thứ 7 (từ 08:15 đến 12:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) | Nghỉ trưa 12h-13h30,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Thứ 2 - thứ 6 và 2 thứ 7 làm cách tuần | Nghỉ trưa từ 12h - 13h30,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | nghỉ chiều thứ 7 được hưởng nguyên lương,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Giờ làm việc tiêu chuẩn: Thứ Hai – Thứ Sáu (giờ bắt đầu linh hoạt: 8:00 / 8:30 / 9:00) và 2 buổi sáng Thứ Bảy mỗi tháng (8:00–12:00) (có thể làm việc từ xa).,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7  (từ 08:00 đến 17:00),T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ 2 đến sáng thứ 7, từ 8h30 đến 17h30 (Nghỉ trưa 1 tiếng)",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thời gian làm việc: Từ thứ 2 đến thứ 6 :8h-17h30 , Thứ 7 : 8h-12h , Nghỉ trưa:12h-13h30.",T2-T7,header-T7
Thứ 2 - Thứ 6 (8:00 - 17:00) | Thứ 7 (8:00 - 12:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | hai ngày Thứ Bảy cách tuần trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Sáng: 8h đến 12h | Chiều: 13h đến 17h,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:00 đến 11:30) | - Sáng: 8:30 - 11:30 | - Chiều: 13:30 - 17:30,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian thử việc: 02 tháng | Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (8h00 - 12h00),T2-T7,header-T6+sat-body
Thời gian làm việc: | * Sáng: 8:30 – 12:00; Chiều: 13:30 – 18:00 | * Làm việc từ thứ 2 đến sáng thứ 7,T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ Hai - thứ Sáu và 02 ngày thứ Bảy/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6: 9 AM - 6 PM | Thứ 7 (remote): 8:30 AM - 12:30 PM,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Từ thứ 2 – Thứ 6, sáng thứ 7 hàng tuần | Sáng: Từ 8h30 – 12h, chiều: 13h30 – 18h, nghỉ trưa 1h30p",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:15) | Sáng thứ 7: 8:00 - 12:00 ( làm online),T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm việc từ thứ hai đến sáng thứ bảy, 8:00 đến 17:00",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | và Thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thứ 7 làm cách tuần,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | 1 buổi sáng thứ 7 tuần cuối cùng của tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Tháng làm 2 thứ 7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | - Làm việc giờ hành chính: Sáng: 07h30-11h30 Chiều: 13h30-17h30,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8h-17h từ thứ 2 đến sáng thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 Làm Sáng: 8:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Thứ bảy từ 08:00 đến 12h00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Ca sáng: 8h -12h | Ca chiều: 13h - 17h,T2-T7,header-T7
Thứ 2 - Thứ 7 () | Thứ 2 đến sáng Thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | nghỉ trưa 1h30’,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - Sáng Thứ 7: 8h00 đến 17h00,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | - Từ 08h - 17h30 từ Thứ 2- thứ 6, 1 thứ 7 cuối tháng.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - thứ 6 và 2 ngày thứ 7 cách tuần/ tháng,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7: làm việc online, chỉ lên VP 2 buổi sáng cuối cùng trong tháng.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Sáng từ 8h-12h | Chiều từ 13h-17h,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 07:30 đến 16:00) | Trường hợp phát sinh sự cố vào thứ 7, nhân sự cần hỗ trợ xử lý từ xa (remote).",T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 18:00 đến 23:00),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 đến Thứ 6 (8h30 - 18h00) - Nửa sáng ngày thứ 7 (Nếu quản lý có yêu cầu),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Sáng Thứ 6: 08:00 - 17:00 | Sáng Thứ 7: 08:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | - Nghỉ trưa 1 tiếng 30 phút từ 12h00 - 13h30. | - Làm việc 02 Thứ 7/tháng (Tuần 1 & Tuần 3),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 15:00) | nghỉ trưa 1 giờ,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 07:30 đến 16:30) | Hành chính + Tăng ca,T2-T7,header-T7
"Sáng 8h - 12h, chiều 13h30 - 17h30 | Từ thứ 2 đến sáng thứ 7",T2-T7,freetext-T7
"Từ thứ 2 - sáng thứ 7 hàng tuần. | Sáng 8h00 - 12h00, chiều 13h30-17h30.",T2-T7,freetext-T7
"Thời gian làm việc: Từ thứ 2 đến Sáng thứ 7, Sáng 8:00 – 12:00, Chiều 13:30 – 17:30",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 07:30 đến 17:00) | Thứ 7 (từ 07:30 đến 15:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:40 đến 16:40),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ 2 thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Đi làm 2 ngày thứ 7 xen kẽ,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Và 2 sáng Thứ 7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm 3 thứ 7/ tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6: 8h - 17h | Thứ 7: 8h - 12h,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | Làm việc từ thứ 2 đến hết sáng thứ 7, nghỉ trưa 1h30’",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 (từ 08:00 đến 12:00),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Từ Thứ 2 - Thứ 6, làm 2 Thứ 7 cách tuần | Làm Part time theo ca đăng ký",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | 2 ngày thứ 7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 07:30 đến 12:30),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 07:00 đến 16:00) | Thứ 7 luân phiên (7:00-16:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ trưa 1.5 tiếng,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 là ngày làm việc dự phòng,T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 06:00 đến 14:30) | Thứ 2 - Thứ 7 (từ 14:00 đến 22:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 cách tuần,T2-T7,header-T6+sat-body
"7:45 đến 16:45, từ thứ 2 đến thứ 6, và 2 ngày thứ 7 trong một tháng (theo lịch làm việc thứ 7 cố định)",T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 11:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Làm 2 thứ 7 cách tuần/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | 2 thứ 7 trong tháng: 8:30 - 17:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Làm việc 02 buổi sáng thứ 7/tháng: từ 08h00 - 12h00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Làm xoay ca 8 tiếng,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Từ 08:00 - 17:30 (Từ Thứ Hai đến Thứ Sáu) | Từ 08:00 - 17:30 2 Thứ 7 trong tháng,T2-T7,header-T7
"[""Địa điểm làm việc\n- 47 Nguyễn Tuân, Thanh Xuân, Hà Nội\n- Thời gian làm việc: 8:00 – 17h30 (Thứ 2 - Thứ 7)""]",T2-T7,freetext-T7
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 7. Sáng từ 8h-12h, chiều từ 13h30 - 17h30",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ trưa 75 phút, Nghỉ 2 ngày thứ 7 trong tháng",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Thời gian làm việc: 8h – 17h,",T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nThứ 7 (từ 08:00 đến 12:00)\ntừ thứ 2 – thứ 6 & 2 sáng thứ 7/tháng""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 làm việc online,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 : Từ 8:00 - 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Từ thứ 2 đến trưa thứ 7,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | 7h30-17h00,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Chiều thứ 7 làm remote,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng thứ 7 theo điều động của PM (nếu phát sinh công việc),T2-T7,header-T6+sat-body
Thứ 2 Đến Thứ 6 : Từ 8h00 đến 17h00 | Thứ 7 : Từ 8h00 đến 12h00,T2-T7,freetext-T6+sat
Thứ 2 - Thứ 7 (từ 07:00 đến 16:30),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 (từ 08:00 đến 12:00) | Làm tại văn phòng từ thứ 2 tới thứ 6. Làm việc tại nhà sáng thứ 7.,T2-T7,header-T6+sat-body
Từ 8h30 – 17h30 từ Thứ 2 đến hết Thứ 6 | Thứ 7 làm đến 12h00,T2-T7,freetext-sat-signal
"Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) | Nhân sự làm việc 02 ngày thứ Bảy trong tháng, theo lịch do Công ty sắp xếp",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 : Twd 8:00 - 12:00,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Riêng Thứ 7, CBNV đảm bảo làm đủ tối thiểu 02 ngày/tháng",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 08:00 đến 11:30) | Làm việc: Thứ Hai - Thứ Sáu (08:00 - 17:00), Thứ Bảy (08:00 - 11:30) - 03 ngày thứ Bảy trong tháng.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ Thứ 2 đến Thứ 6 và Xen kẽ các thứ 7 trong tháng.,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng Thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:30 đến 12:00) | Xoay ca linh hoạt,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc 44h/tuần. Thứ 7 làm việc cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7: 8h-12h,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6: 8:30 AM - 5:30 PM | ● Thứ 7 làm cách tuần: 8:30 AM - 4:00 PM | ● Nghỉ trưa từ 12:00 PM - 1:00 PM | ● Công chuẩn: 24 công/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc: từ thứ 2- thứ 6+ 2 thứ 7/ tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - thứ 6 và 2 ngày thứ 7 của tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 11:45) | Thứ 2 - Thứ 6 (từ 13:15 đến 17:30) | Thứ 7 (từ 08:00 đến 11:45) | Làm việc 2 buổi sáng trong tháng.,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 2 - Thứ 6, Thứ 7 tuần 1 & tuần 3 work from home",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 tuần làm tuần OFF,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ 2 thứ 7 trong tháng,T2-T7,header-T7
Thứ 2 - Thứ 7 () | Ca Sáng: 8h30 - 12h00 | Ca Chiều: 13h00 - 17h30 | Trưa nghỉ ngơi 1 (tiếng),T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Từ thứ hai đến hết sáng thứ 7 : 8h-12h & 13h30-17h30,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 đến thứ 6. Sáng thứ 7 khi phát sinh,T2-T7,header-T6+sat-body
Thứ 2 đến sáng Thứ 7 (08h00 - 17h00),T2-T7,freetext-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Từ thứ 2 đến hết sáng Thứ 7,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:00), Thứ 7 : 08:00 - 12:00",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | (Thứ 7 nếu không có việc cần lên vp thì CBNV được nghỉ),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7: 8h00 - 12h00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 02 thứ 7/tháng (tuần 1 & tuần 3),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ Bảy làm tuần 1,3,5. Nghỉ tuần 2,4",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Từ thứ 2 đến thứ 6, thứ 7 (1 tháng 1 buổi) | Buổi sáng: 9:00 - 11:30 | Buổi chiều: 13:00 - 18:30",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa: 12h -13h30 | 1 tháng làm 2 ngày thứ 7,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ Thứ 2 - Thứ 6, Thứ 7 làm việc/nghỉ cách tuần (8H00 - 12H00; 13H00 - 17H30).",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00) | Sáng 7h30 - 11h30 | Chiều 13h30 - 17h | Sẽ thống nhất khi phỏng vấn trực tiếp,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 làm online tại nhà,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 - WFH,T2-T6,header-T6-pure
